Chart-1	1.0	0.2	0.33333333333333337	
Chart-2	0.125	0.6666666666666666	0.21052631578947367	
Chart-3	1.0	0.046511627906976744	0.08888888888888888	
Chart-4	1.0	0.46875	0.6382978723404256	
Chart-5	0.3333333333333333	0.012048192771084338	0.023255813953488372	
Chart-6	1.0	0.5637755102040817	0.7210440456769983	
Chart-7	1.0	1.0	1.0	
Chart-8	1.0	1.0	1.0	
Chart-9	0.0	0.0	0	
Chart-11	1.0	1.0	1.0	
Chart-12	1.0	0.02631578947368421	0.05128205128205127	
Chart-15	1.0	0.0625	0.11764705882352941	
Chart-16	1.0	1.0	1.0	
Chart-17	1.0	0.08	0.14814814814814814	
Chart-20	1.0	0.8103448275862069	0.8952380952380952	
Chart-21	1.0	0.1	0.18181818181818182	
Chart-22	1.0	0.10344827586206896	0.1875	
Chart-25	1.0	1.0	1.0	
Chart-26	1.0	0.02564102564102564	0.05	
Lang-1	1.0	0.3333333333333333	0.5	
Lang-2	0.8	1.0	0.888888888888889	
Lang-3	1.0	0.5	0.6666666666666666	
Lang-4	0.8333333333333334	1.0	0.9090909090909091	
Lang-5	1.0	1.0	1.0	
Lang-6	0.6	0.75	0.6666666666666665	
Lang-7	0.0	0.0	0	
Lang-9	1.0	1.0	1.0	
Lang-10	0.5887850467289719	1.0	0.7411764705882352	
Lang-12	1.0	1.0	1.0	
Lang-14	1.0	1.0	1.0	
Lang-15	1.0	0.75	0.8571428571428571	
Lang-16	1.0	1.0	1.0	
Lang-17	0.5757575757575758	0.95	0.7169811320754716	
Lang-18	0.15217391304347827	1.0	0.2641509433962264	
Lang-19	1.0	0.5	0.6666666666666666	
Lang-20	0	0	0	
Lang-22	0.875	1.0	0.9333333333333333	
Lang-26	1.0	0.8571428571428571	0.923076923076923	
Lang-27	0	0	0	
Lang-28	1.0	0.16666666666666666	0.2857142857142857	
Lang-30	0	0	0	
Lang-31	1.0	0.01762114537444934	0.03463203463203464	
Lang-32	0.1590909090909091	1.0	0.2745098039215686	
Lang-34	1.0	0.7706422018348624	0.8704663212435233	
Lang-36	1.0	1.0	1.0	
Lang-37	1.0	1.0	1.0	
Lang-39	1.0	1.0	1.0	
Lang-40	1.0	0.5	0.6666666666666666	
Lang-41	0	0	0	
Lang-42	1.0	0.11627906976744186	0.20833333333333334	
Lang-44	1.0	1.0	1.0	
Lang-46	1.0	1.0	1.0	
Lang-47	0.0	0.0	0	
Lang-48	1.0	0.7333333333333333	0.846153846153846	
Lang-50	0.0	0.0	0	
Lang-53	1.0	1.0	1.0	
Lang-54	1.0	0.6666666666666666	0.8	
Lang-55	1.0	1.0	1.0	
Lang-59	1.0	0.016	0.031496062992125984	
Lang-60	1.0	0.15151515151515152	0.2631578947368421	
Lang-61	1.0	0.07446808510638298	0.1386138613861386	
Lang-62	0.3333333333333333	0.2	0.25	
Lang-63	1.0	1.0	1.0	
Lang-64	1.0	0.06349206349206349	0.11940298507462686	
Lang-65	1.0	1.0	1.0	
Math-1	1.0	0.01092896174863388	0.021621621621621623	
Math-2	0.8333333333333334	1.0	0.9090909090909091	
Math-6	0.9698492462311558	1.0	0.9846938775510203	
Math-7	0.47058823529411764	0.13559322033898305	0.21052631578947367	
Math-11	1.0	1.0	1.0	
Math-13	1.0	1.0	1.0	
Math-14	1.0	1.0	1.0	
Math-15	0.0136986301369863	0.013513513513513514	0.01360544217687075	
Math-16	0.14285714285714285	0.05555555555555555	0.08	
Math-17	0.11538461538461539	0.1	0.10714285714285714	
Math-21	1.0	0.3333333333333333	0.5	
Math-23	0.4	1.0	0.5714285714285715	
Math-24	0.35714285714285715	1.0	0.5263157894736842	
Math-26	0.36363636363636365	0.21052631578947367	0.26666666666666666	
Math-27	1.0	0.004878048780487805	0.009708737864077669	
Math-28	0.8888888888888888	0.4444444444444444	0.5925925925925926	
Math-29	1.0	0.06666666666666667	0.125	
Math-30	1.0	1.0	1.0	
Math-31	0.8867924528301887	0.3745019920318725	0.526610644257703	
Math-33	0.9411764705882353	0.7619047619047619	0.8421052631578947	
Math-34	0.0	0.0	0	
Math-35	0	0	0	
Math-36	1.0	0.4588235294117647	0.6290322580645161	
Math-37	0.5	0.023809523809523808	0.04545454545454545	
Math-40	1.0	0.7083333333333334	0.8292682926829268	
Math-41	1.0	0.021505376344086023	0.04210526315789474	
Math-42	0.9444444444444444	0.85	0.8947368421052632	
Math-43	1.0	0.8301886792452831	0.9072164948453608	
Math-44	0.4117647058823529	0.9180327868852459	0.5685279187817259	
Math-45	1.0	0.11583011583011583	0.20761245674740486	
Math-46	1.0	0.010869565217391304	0.02150537634408602	
Math-47	1.0	1.0	1.0	
Math-48	0.0	0.0	0	
Math-49	1.0	0.05263157894736842	0.1	
Math-50	1.0	0.1935483870967742	0.3243243243243243	
Math-52	1.0	0.058823529411764705	0.1111111111111111	
Math-53	1.0	0.11515151515151516	0.20652173913043478	
Math-54	1.0	1.0	1.0	
Math-55	1.0	0.0379746835443038	0.07317073170731708	
Math-57	1.0	1.0	1.0	
Math-58	1.0	1.0	1.0	
Math-62	0	0	0	
Math-64	0.9795918367346939	1.0	0.9896907216494846	
Math-65	0.7441860465116279	0.6530612244897959	0.6956521739130435	
Math-66	0.8333333333333334	1.0	0.9090909090909091	
Math-68	0.975609756097561	1.0	0.9876543209876543	
Math-69	1.0	0.5555555555555556	0.7142857142857143	
Math-74	0.23404255319148937	0.8461538461538461	0.36666666666666675	
Math-76	1.0	0.9090909090909091	0.9523809523809523	
Math-79	0.3333333333333333	1.0	0.5	
