Chart-3	1.0	0.07142857142857142	0.13333333333333333	
Chart-16	1.0	0.46153846153846156	0.631578947368421	
Chart-21	1.0	0.125	0.2222222222222222	
Chart-7	0.6666666666666666	0.8888888888888888	0.761904761904762	
Chart-11	0.0	0.0	0	
Chart-26	0	0	0	
Chart-17	0.5	0.029411764705882353	0.05555555555555555	
Chart-12	0.6666666666666666	0.05	0.09302325581395349	
Chart-4	0	0	0	
Chart-22	0.6666666666666666	0.11764705882352941	0.2	
Chart-6	0.38461538461538464	0.4228855721393035	0.4028436018957346	
Chart-15	0.5	0.015625	0.030303030303030304	
Chart-2	0.125	0.045454545454545456	0.06666666666666667	
Chart-25	0.0	0.0	0	
Chart-20	0.48936170212765956	0.2948717948717949	0.368	
Chart-9	1.0	0.04	0.07692307692307693	
Chart-8	1.0	0.1111111111111111	0.19999999999999998	
Chart-1	0.16216216216216217	0.06060606060606061	0.08823529411764706	
Chart-5	0.3333333333333333	0.022222222222222223	0.04166666666666667	
Lang-22	0.75	0.4	0.5217391304347827	
Lang-60	0.4	0.032520325203252036	0.06015037593984963	
Lang-15	0.3333333333333333	0.2	0.25	
Lang-63	0.5	0.2	0.28571428571428575	
Lang-7	0.0	0.0	0	
Lang-50	0.0	0.0	0	
Lang-62	0.0	0.0	0	
Lang-17	0.8787878787878788	0.9354838709677419	0.90625	
Lang-59	0.5	0.01098901098901099	0.021505376344086023	
Lang-26	0.7333333333333333	0.5945945945945946	0.6567164179104478	
Lang-28	1.0	0.15384615384615385	0.2666666666666667	
Lang-6	0.7	0.21649484536082475	0.3307086614173228	
Lang-54	0.5	0.14285714285714285	0.22222222222222224	
Lang-5	0.5	0.2222222222222222	0.30769230769230765	
Lang-31	0.25	0.007751937984496124	0.015037593984962405	
Lang-40	0	0	0	
Lang-36	0.0	0.0	0	
Lang-3	0.25	0.022727272727272728	0.04166666666666667	
Lang-64	0.25	0.02702702702702703	0.04878048780487805	
Lang-2	0.8	0.36363636363636365	0.5000000000000001	
Lang-44	1.0	0.14285714285714285	0.25	
Lang-14	0.0	0.0	0	
Lang-19	0.8888888888888888	0.4444444444444444	0.5925925925925926	
Lang-37	0	0	0	
Lang-61	0.0	0.0	0	
Lang-4	1.0	1.0	1.0	
Lang-9	0.972972972972973	0.9818181818181818	0.9773755656108598	
Lang-10	0.8785046728971962	0.9690721649484536	0.9215686274509803	
Lang-1	0.3333333333333333	0.029411764705882353	0.05405405405405406	
Lang-12	1.0	0.6666666666666666	0.8	
Lang-32	0.9090909090909091	1.0	0.9523809523809523	
Lang-55	0.75	0.75	0.75	
Lang-16	1.0	0.1111111111111111	0.19999999999999998	
Lang-27	0.0	0.0	0	
Lang-48	0.9090909090909091	0.5454545454545454	0.6818181818181818	
Lang-39	0	0	0	
Lang-47	0.2	0.024390243902439025	0.04347826086956522	
Lang-53	0.6	0.23076923076923078	0.33333333333333337	
Lang-18	0.8695652173913043	1.0	0.9302325581395349	
Lang-65	0.75	0.1875	0.3	
Lang-34	0.8452380952380952	0.6761904761904762	0.7513227513227514	
Lang-42	0.4	0.06060606060606061	0.10526315789473685	
Lang-46	1.0	0.36363636363636365	0.5333333333333333	
Math-54	0.8421052631578947	0.32	0.463768115942029	
Math-31	0.6415094339622641	0.3417085427135678	0.44590163934426225	
Math-49	1.0	0.03225806451612903	0.0625	
Math-21	1.0	0.25	0.4	
Math-79	0	0	0	
Math-101	0.5454545454545454	0.2608695652173913	0.3529411764705882	
Math-66	0.5	1.0	0.6666666666666666	
Math-45	0	0	0	
Math-6	0.9849246231155779	0.9949238578680203	0.9898989898989898	
Math-103	0.7142857142857143	0.29411764705882354	0.4166666666666667	
Math-96	0.5517241379310345	0.19753086419753085	0.2909090909090909	
Math-86	0.8888888888888888	0.8888888888888888	0.8888888888888888	
Math-28	0.7777777777777778	0.30434782608695654	0.43750000000000006	
Math-16	0	0	0	
Math-85	0.25	0.10256410256410256	0.14545454545454548	
Math-53	0.47368421052631576	0.0891089108910891	0.15	
Math-27	0.0	0.0	0	
Math-65	0.9534883720930233	0.6119402985074627	0.7454545454545454	
Math-33	1.0	0.7083333333333334	0.8292682926829268	
Math-99	0	0	0	
Math-64	0.9387755102040817	0.9387755102040817	0.9387755102040817	
Math-42	0.7222222222222222	0.6842105263157895	0.7027027027027027	
Math-43	0.7272727272727273	0.6530612244897959	0.6881720430107526	
Math-2	0.6666666666666666	0.4444444444444444	0.5333333333333333	
Math-29	1.0	0.018518518518518517	0.03636363636363636	
Math-11	0.0	0.0	0	
Math-100	1.0	0.10344827586206896	0.1875	
Math-36	0.717948717948718	0.4444444444444444	0.5490196078431373	
Math-76	0.5	0.7142857142857143	0.588235294117647	
Math-44	1.0	0.84472049689441	0.9158249158249159	
Math-41	0.5	0.006802721088435374	0.013422818791946308	
Math-58	1.0	0.7142857142857143	0.8333333333333333	
Math-81	0.8529411764705882	1.0	0.9206349206349206	
Math-97	0.9354838709677419	0.6170212765957447	0.7435897435897436	
Math-84	1.0	1.0	1.0	
Math-69	0.8	0.4	0.5333333333333333	
Math-37	0.25	0.014925373134328358	0.028169014084507043	
Math-40	0.8823529411764706	0.20833333333333334	0.3370786516853933	
Math-68	0.926829268292683	0.9743589743589743	0.9500000000000001	
Math-14	0.872093023255814	0.9493670886075949	0.9090909090909091	
Math-23	0.8666666666666667	0.9285714285714286	0.896551724137931	
Math-89	1.0	0.25	0.4	
Math-83	0.8	0.9230769230769231	0.8571428571428571	
Math-26	0.5636363636363636	0.256198347107438	0.3522727272727273	
